topicId,rank,docId,filename
0,65,625,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185977.txt
0,66,1618,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184970.txt
0,67,49,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186466.txt
0,68,178,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186705.txt
0,69,154,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185768.txt
0,70,1304,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184822.txt
0,71,447,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185169.txt
0,72,1314,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186006.txt
0,73,1644,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186394.txt
0,74,265,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186101.txt
0,75,3050,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185770.txt
0,76,342,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185025.txt
0,77,681,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186106.txt
0,78,642,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185195.txt
0,79,2830,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185175.txt
0,80,1082,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187043.txt
0,81,454,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185196.txt
0,82,1048,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184946.txt
0,83,1266,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184201.txt
0,84,2173,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185855.txt
0,85,2695,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185202.txt
0,86,1582,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185887.txt
0,87,2875,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185559.txt
0,88,725,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185779.txt
0,89,2581,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184938.txt
0,90,2909,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186091.txt
0,91,695,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185194.txt
0,92,16,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185557.txt
0,93,192,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186075.txt
0,94,110,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186117.txt
0,95,1925,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184816.txt
0,96,1271,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187046.txt
0,97,1742,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184807.txt
0,98,1858,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185885.txt
0,99,2575,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187216.txt
0,100,2657,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186531.txt
0,101,2524,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185987.txt
0,102,1651,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185104.txt
0,103,2744,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185606.txt
0,104,2480,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185563.txt
0,105,403,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184854.txt
0,106,921,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187134.txt
0,107,1377,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187044.txt
0,108,2468,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184872.txt
0,109,2678,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186069.txt
0,110,179,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186063.txt
0,111,1092,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186361.txt
0,112,226,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187155.txt
0,113,1431,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184955.txt
0,114,2826,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186332.txt
0,115,590,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186067.txt
0,116,745,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186066.txt
0,117,25,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184305.txt
0,118,492,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186105.txt
0,119,2654,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185986.txt
0,120,1788,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186382.txt
0,121,1662,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185886.txt
0,122,0,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186076.txt
0,123,2719,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185766.txt
0,124,2280,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184828.txt
0,125,2090,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186027.txt
0,126,2,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185219.txt
0,127,1286,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185719.txt
0,128,1287,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186210.txt
0,129,1625,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184959.txt
0,130,2961,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184282.txt
0,131,2158,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186409.txt
0,132,953,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186000.txt
0,133,387,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186058.txt
0,134,1133,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186017.txt
0,135,891,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185870.txt
0,136,71,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186102.txt
0,137,2372,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184287.txt
0,138,1396,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185848.txt
0,139,2956,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186330.txt
0,140,2432,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185615.txt
0,141,2947,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185605.txt
0,142,1674,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185931.txt
0,143,1728,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185258.txt
0,144,946,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186996.txt
0,145,815,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186411.txt
0,146,432,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187193.txt
0,147,777,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185252.txt
0,148,2015,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186621.txt
0,149,397,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186070.txt
0,150,1904,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185259.txt
0,151,1297,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185057.txt
0,152,2096,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185260.txt
0,153,2625,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185164.txt
0,154,2561,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184284.txt
0,155,190,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184110.txt
0,156,1020,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185133.txt
0,157,756,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185221.txt
0,158,1882,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185729.txt
0,159,2860,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185767.txt
0,160,1957,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185103.txt
0,161,1428,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184941.txt
0,162,2913,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186085.txt
0,163,510,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185183.txt
0,164,407,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186919.txt
0,165,8,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186062.txt
0,166,1424,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184969.txt
0,167,1178,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186211.txt
0,168,1375,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185135.txt
0,169,1906,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186744.txt
0,170,2681,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184124.txt
0,171,29,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185769.txt
0,172,1452,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185849.txt
0,173,705,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185143.txt
0,174,2130,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187111.txt
0,175,345,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187140.txt
0,176,2915,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187172.txt
0,177,1856,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185891.txt
0,178,2037,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184552.txt
0,179,1611,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184794.txt
0,180,3079,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185566.txt
0,181,2120,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184815.txt
0,182,419,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186266.txt
0,183,2171,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185869.txt
0,184,703,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184275.txt
0,185,2626,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185602.txt
0,186,1696,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184811.txt
0,187,3021,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186325.txt
0,188,2187,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186637.txt
0,189,2623,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185170.txt
0,190,1678,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185070.txt
0,191,567,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186703.txt
0,192,2573,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186120.txt
0,193,252,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185636.txt
0,194,1892,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184190.txt
0,195,1141,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186003.txt
0,196,1009,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184205.txt
0,197,998,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185721.txt
0,198,2595,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184939.txt
0,199,225,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187141.txt
0,200,2292,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184627.txt
0,201,485,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186844.txt
0,202,1942,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186542.txt
0,203,2119,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186964.txt
0,204,3009,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184283.txt
0,205,2116,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186025.txt
0,206,90,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186843.txt
0,207,1588,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185105.txt
0,208,2389,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187215.txt
0,209,7,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184675.txt
0,210,2797,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186871.txt
0,211,1342,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184820.txt
0,212,1167,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185056.txt
0,213,1137,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186771.txt
0,214,601,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/117874574.txt
0,215,1616,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186829.txt
0,216,237,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185178.txt
0,217,424,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184303.txt
0,218,2883,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185565.txt
0,219,1839,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186383.txt
0,220,671,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186853.txt
0,221,352,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184307.txt
0,222,195,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185554.txt
0,223,2774,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186657.txt
0,224,2224,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184586.txt
0,225,1534,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186008.txt
0,226,2762,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184281.txt
0,227,1721,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186035.txt
0,228,3049,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184308.txt
0,229,2510,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186097.txt
0,230,2228,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185854.txt
0,231,1900,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186036.txt
0,232,2534,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185763.txt
0,233,643,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185181.txt
0,234,726,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184301.txt
0,235,2646,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185762.txt
0,236,479,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186845.txt
0,237,2618,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184285.txt
0,238,1628,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186828.txt
0,239,2917,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184309.txt
0,240,507,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185197.txt
0,241,1135,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184166.txt
0,242,607,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185750.txt
0,243,1916,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186026.txt
0,244,375,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185233.txt
0,245,2369,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184293.txt
0,246,1153,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184176.txt
0,247,788,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186217.txt
0,248,765,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186001.txt
0,249,2994,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186655.txt
0,250,1632,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186169.txt
0,251,1189,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187053.txt
0,252,796,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186203.txt
0,253,1725,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186023.txt
0,254,811,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186363.txt
0,255,18,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184846.txt
0,256,1600,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186140.txt
0,257,219,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184306.txt
0,258,1150,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186007.txt
0,259,157,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184310.txt
0,260,2002,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184786.txt
0,261,2615,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184291.txt
0,262,1352,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185041.txt
0,263,919,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185737.txt
0,264,1580,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187048.txt
0,265,968,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184167.txt
0,266,2380,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186137.txt
0,267,859,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186834.txt
0,268,205,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185597.txt
0,269,672,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186847.txt
0,270,2333,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185990.txt
0,271,2275,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187110.txt
0,272,1554,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186222.txt
0,273,994,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185735.txt
0,274,1805,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186194.txt
0,275,1239,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186833.txt
0,276,383,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184111.txt
0,277,2721,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104187171.txt
0,278,2691,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104184108.txt
0,279,1264,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104186402.txt
0,280,127,file:/Users/homebase/Desktop/HIST3814/week-four/topic-models/tmt/input/104185634.txt
